title,artist,creator,tags,num_uninherited_points,mp3_duration_seconds,song_name,variation_rating_uninherited
Kareshi no Jude,syudou,Guchiry,-syncro zekk bongo mononymous gygy hatsune miku [hatsune_miku] Vocaloid mononymous japanese pop jpop j-pop female vocal virtual singer vocasynth,3,131.08241666666666,1563334,0.015257576499263506
Complication (TV Size),ROOKIEZ is PUNK'D,climbb65588,Opening NatsumeRin DRRR!!,4,109.44,15642,0.027412280701754388
Aishite,Hiina,ktgster,pop japanese cover love me ひいな utaite,2,208.55695833333334,1564795,0.004794853204570214
One Last Kiss,Utada Hikaru,moph,evangelion 3.0+1.0 thrice upon a time jpop japanese pop j-pop anime eva neon genesis shin rebuild 4.0,2,252.02666666666667,1565827,0.003967834091630516
Merry-Go-Round (TV Size),MAN WITH A MISSION,Pepekcz,Bakugo- Boku no My Hero Academia bnha mha 5th fifth Season five 2nd second opening intro theme song two japanese rock jrock j-rock anime 緑谷出久 Midoriya Izuku デク Deku 爆豪勝己 Bakugō Katsuki 轟焦凍 Todoroki Shōto Shouto male vocal,2,89.18759637188208,1568551,0.011212321451408316
Washing Machine Heart,Mitski,Astrolis,english pop alternative be the cowboy bakari -bakari- riffy mniam,2,128.928,1572759,0.00775626706378754
Butterfly Bankai,SEBii,wafer,featured artist fa mpg mappers' guild hyperpop hyper pop hip-hop hip hop english kami no kotoba goopert chompy ginseng,2,152.256,1572863,0.006567885666246322
Maps,Maroon 5,Mosebye,english pop V five adam levine v0ltia voltia,2,190.01466666666667,1575172,0.005262751647241265
Lost Time Memory,Jin,luxoDeh,Kagerou Project days vocaloid IA Mekakucity Records Actors 自然の敵P Shizen no Teki Shizu しづ leon1341414 Xinchii Irreversible,2,283.37629166666665,157617,0.00352887672472012
Yuugen,TEARS OF TRAGEDY,gazimal,TRINITY japanese Metal Rock j-rock jrock jmetal j-metal HARUKA TORU HAYATO shikibe mayu shizuku- kazato asa kazu2411 Oriental ponbot wring,2,244.28775510204082,1580085,0.004093533053190867
Believer,ReoNa,-Hitomi,tsukihime Arcueid Brunestud アルクェイド・ブリュンスタッド Neco-Arc ネコアルク Ciel シエル theme song original soundtrack ost ending remake japanese jrock j-rock rock video game visual novel type moon type-moon kegani 毛蟹 l1ght_u light_u gazimal hinae -syncro syncro Guchiry zekk spy_ro spyro,2,259.2369791666667,1581056,0.00385747435884557
Sekai no Hate ni Kimi ga Itemo (TV Size),Kita Shuuhei,F D Flourite,yf_bmp 世界一初恋 Onodera Ritsu Takano Masamune Opening Kita Ponn BL Yaoi,4,92.7608125,158142,0.03234124323781661
ROKI,mafumafu feat. soraru,AirinCat,japanese pop jpop cover utaite mikitop みきとP daisan wave vocaloid rin kagamine 鏡音リン,6,230.42612244897958,1587613,0.021698928692891962
Hearts,Tokoyami Towa,Mocaotic,amateurre boppin japanese rock hololive ホロライブ virtual youtuber vtuber vocaloid cover niki lily,2,225.888,1588756,0.004426972659016858
Broken Sky (TV Size),Tomita Miyu,Jeby,no dap momoka moeka shioi bite you death byd talentless munou na nana op opening jp japanese pop jpop j-pop anime,2,96.3265306122449,1589186,0.010381355932203391
Akeboshi (TV Size),LiSA,Saggin,kimetsu no yaiba demon slayer mugen ressha-hen ressha hen tv animation theme song infinite train arc yuki kajiura 梶浦 由記 梶浦由記 op opening dawn star japanese pop rock j-rock jrock jpop j-pop anime op opening rengoku kyoujurou kyojuro 煉獄 杏寿郎 flame hashira Shirogane 白銀 silver 20th single gokugohan12468 KittyAdventure,2,89.11004166666666,1590001,0.01122207981610752
Je t'aime.,Hoshimachi Suisei,Amateurre,vtuber virtual youtuber hololive ホロライブ 櫻澤ヒカル sakurazawa hikaru japanese pop jpop j-pop jazz funk still stellar suichan hosimati hoshimati hosimachi sui-chan mir mocaotic shizuku- shikibe mayu kazato asa jiysea zekk jetaime,2,201.29333333333332,1593057,0.0049678744121348616
Oshiete A to Z (TV Size),Yukari Tamura,happy30,opening kiss me baby yamada rokodo,5,90.03258333333333,15973,0.044428359732726394
Cigarettes in the Theatre,Two Door Cinema Club,entsetzen,tdcc tourist history british indie rock english fisky myxo myxomatosis elinor eli [_eli_],3,213.60326530612244,1598238,0.009363152745505688
"Aru Tsuioku, Bouchou Uchuu ni Okeru Shinkai Sunawachi Suiten",Yousei Teikoku,IsomirDiAngelo,the age of villains das feenreich fairy empire yui itsuki japanese metal,2,293.61632653061224,1607459,0.0034058051601423486
Happy Enforcer,Feryquitous feat. Natsume Itsuki,Ryuusei Aika,Shikibe Mayu Kazato Asa Shizuku- Flower dahkjdas stllok Tycani Fuiba Fuyu Japanese Rock J-Rock JRock Pop JPop J-Pop Meis Clauson,4,221.62,1610984,0.01353668441476401
Dantalion,Team Grimoire,Down,owc2021sffm1 black fate electronic video game instrumental,2,152.42448979591836,1622117,0.0065606255355612686
The Magic Bomb (Questions I Get Asked) (Extended Mix) (Cut Ver.),Hoang Read,Fanboyyou,club house edm electronic dance tik tok power tiktok vietnamese instrumental short ver version trance,2,47.89299319727891,1625207,0.020879881027290145
Yakusoku -Promise code- (TV Size),GARNiDELiA,Sotarks,sytho xahlt kuon- my_angel_ram asukow reform kujinn qualidea code ending ed anime op japanese jpop j-pop j pop female vocals vocalist,2,89.28748299319727,1626625,0.01119977813772832
No. 5,Kamisama Club,dsco,number jura art pop electronic japanese japan tokiko fsjallink fanzhen,2,193.14938775510205,1626872,0.005177339734920205
God-ish,kurokumo,Nelliel,utaite vocaloid japanese godish ピノキオピー PinocchioP cover song yuuya_ke present alexsander flake Yorita_Yoshino grindle pop jpop j-pop alex gott ist tot meaqua_tete,3,204.1335,1629837,0.009797509962842944
killy killy JOKER TV size,Wakeshima Kanon,Urushi38,opening naotyu- momimann project_railgun,2,92.50491666666667,162996,0.010810236212669777
stella*,Silent Siren,captin1,start raose climbb65588 kanpakyin,2,143.08176870748298,163253,0.006989010612836389
Hello Marina,inabakumori,Segula,japanese pop jpop j-pop 歌愛ユキ kaai yuki 初音ミク hatsune miku  harōmarīna harō marīna haromarina haro ぬくぬくにぎりめし nukunuku nigirimeshi vocaloid zevinlevin rzatlit clubber -_clubber_- baack,2,201.864,1634616,0.004953830301589189
Cry Baby,Official HIGE DANdism,hehe,handsome paradogi dagger-gazel satellite -kirigiri shiraya_sayuki jeokhwa celine gokugohan12468 kyouren 東京卍リベンジャーズ higedan japanese rock ヒゲダン j-pop,2,240.28470833333333,1636657,0.0041617296703407225
Discomdance,YUKA NAGASE,Kudou Chitose,riot music riotmusic vtuber vsinger virtual youtuber singer lonepi japanese pop jpop j-pop female vocals vocalist mrrrk namki,2,74.5534693877551,1636898,0.013413192011212334
babyhalo,sana,Firika,sanapri n.k Japanese pop Jpop J-pop female vocals utaite _lai Remapper [Hatsune Miku] sanairrt,2,166.48707482993197,1639207,0.006006472280334728
Tengoku to Jigoku,Mutsuhiko Izumi,Livermorium,can-can jacques offenbach electronic instrumental 泉陸奥彦 video game ミライダガッキ FutureTomTom Ver.2 plus,2,107.112,1642914,0.009336022107700351
"Itsuka no, Ikutsuka no Kimi to no Sekai",fhana,Umi,mintong89 koreapenguin Opening 僕らはみんな河合荘 TV Size,2,89.9134693877551,164692,0.011121804183614178
padowo padowo,senzawa,PotatoDew,hashire sori yo kaze no you ni tsukimihara wo padoru padoru jingle bells japanese virtual youtuber vtuber novelty christmas xmas x-mas cover video game vgm nero claudius caesar augustus germanicus ネロ・クラウディウス・カエサル・アウグストゥス・ゲルマニクス 丹下桜 Tange Sakura フェイト/エクストラ respektive ronaldmcdonald owo,2,40.92795918367347,1650892,0.02443317526564845
Palette,Hanatan,Smoothie,meola Megurine Luka VOCALOID Solitude Freak Irreversible EvilElvis ユリカ YURiCa ゆよゆっぺ Yuyoyuppe,7,230.53591666666668,165693,0.026026313325725456
My Heart Will Go On,DragonForce,[Karcher],english rock extreme power metal EPM dragon force herman li marc hudson deathstream rsi celine dion love theme from,2,204.024,1658809,0.00490138415088421
Tokohana (TV Size),yanaginagi,xChippy,Kisara Tendou Satomi Rentarou Aihara Enju Black Bullet captin1 ending Kinema citrus Unsfamiliar Oyatsu alacat climbb65588 KanaRin,2,90.072,166583,0.011102229327648991
Jishu,Roce,Beren,~はい 私がやりました~ Hai watashi ga yarimashita arronchu1207 Hynix lobelia irin rosu BCNO japanese pop rock,2,186.38367346938776,1669419,0.005365276804484933
Ichigo Sunset (TV Size),"Shumei Sasaki (CV: Shirai Yuusuke), Yoshikazu Miyano (CV: Soma Saito)",Chompy,strawberry Sasaki and Miyano to Sasamiya yaoi BL boys love anime Japanese Pop jpop j-pop ending ed Cubby Cubbby shota_on_osu Wanpachi Cycopton,2,90.17469387755102,1670892,0.011089585747392815
dorchadas,Rita,SMOKELIND,Shikkoku no Sharnoth ～What a beautiful People～ Japanese Folk Video Game Visual Novel Crissa Eula- gazimal Nymphe Kiyoshi Guarden Kang Sae-byeok Luscent FuJu Kowari Hey lululu AIR frozz -Keqing Keqing Basensorex iljaaz female vocals vocalist,2,113.784,1673436,0.008788581874428741
God-ish feat. Hatsune Miku,PinocchioP,Ryuusei Aika,shiny braixen papapa213 [hatsune miku] _lai bite you death byd amateurre newton- yf_bmp beren kamippoi kami ppoi na godish japanese pop j-pop jpop vocaloid ボーカロイド ボカロ yaduki yazuki yadsuki ヤヅキ,3,203.76043083900225,1674456,0.00981544842521591
Day to Story (TV Size),Sadohara Kaori,N a s y a,ending date a live 2 Vettel Nasya N_a_s_y_a,2,91.21875,167604,0.010962658444672833
Hotaru wa Inakatta,Harumaki Gohan feat. Hatsune Miku,Irin,firefly fireflies never came stargirl Vocaloid jpop j-pop j pop japanese KuBsNia_ZhoYL_ kuse setu shiratamamywife,3,216.432,1676960,0.009240777703851557
Yume Sekai,Tomatsu Haruka,Left,Sword Art Online SAO ED ending full version ver 結城 明日奈 Yuuki Asuna Anime japanese pop Byakugan249 YTYuyu lit120 -Hakurei-,2,288.6269387755102,1677784,0.003464680061544031
LEVEL (TV Size),yanaginagi x THE SIXTH LIE,Ninym,Tensai Ouji no Akaji Kokka Saisei Jutsu Reiji The Genius Prince's Guide to Raising a Nation Out of Debt OP opening ニニム・ラーレイ Ninym Ralei Nagi Yanagi Tsuyoshi Sato Gazrek YuTrashLoL anime japanese jpop j-pop pop,2,90.096,1678580,0.011099271887764162
Sugar Loss,Wanuka,Amateurre,shizuku- shikibe mayu kazato asa petal matha ponbot yuuma3 japanese pop j-pop jpop acoustic swing 100回嘔吐 100kaiouto,4,200.16063492063492,1679466,0.014987962049528474
Tokohana,yanaginagi,HabiHolic,black bullet kinema citrus ending no_gu KantoKun mingmichael,2,90.07020408163265,168201,0.011102450696055685
killy killy JOKER (TV Size),Wakeshima Kanon,smallboat,Wish Across opening card game battle loli girl Project Selector J.C.STAFF ZZHBOY Rūko Kominato,2,90.33141666666667,168253,0.011070345588513409
Hajimari no Setsuna (TV Size),Roubai Gakuen Chuutoubu 1-nen 3-kumi,Xahlt,Akebi-chan Akebi chan Akebi's no Sailor Fuku Uniform Anime Opening op japanese pop jpop j-pop idol female vocal vocalist kuon- asukow Woood13 jp ashita asita CloverWorks 1nenn 3gumi 3kumi 1-3,2,90.0935,1683459,0.011099579880901506
i wanna slam my head against the wall,glaive,Tachibana_,all dogs go to heaven english hyperpop pop hip hop hip-hop rap electronic dnb Ryxliee hyper drum and bass want to,5,116.56,1685032,0.03431708991077557
Mabataki (TV Size),Miracle Chimpanzee,Flask,sasaki to miyano and sasamiya anime japanese pop jpop j-pop opening 宮野 由美 yoshikazu 佐々木 秀鳴 shyuumei yaoi BL boys love arronchu1207 chu,2,91.3409977324263,1688067,0.010947986389741364
Cinderella Maker,Risa Yuzuki,Guchiry,dog_food ganyumymommy nytrocide_ nytro lean monster shii -syncro mindmaster107 fa featured artist mpg mappers' guild group Japanese J-Pop JPop Pop Electronic Electro Electropop yuuta yuyu-uta mori ゆずりさ 柚木梨沙 Luminaria Replique Réplique 3rd third album yuyuta morimori atsushi,3,205.08,1688873,0.009752291788570313
God-ish,EMA,SMOKELIND,Godish kami ppoi na rei sirose 白瀬玲 DUSTCELL EM A Kamitsubaki Studio 神椿スタジオ Kudou Chitose 久遠千歳 Kudo Vtuber Youtube Virtual Youtuber Cover PinocchioP ピノキオピー Japanese Pop JPop J-Pop Basensorex xidorn Zekk Shikibe Mayu Kazato Asa Shizuku- neuronio,3,203.04,1693123,0.009850275807722617
Utauyo!! MIRACLE (TV Size),HO-KAGO TEA TIME,-NanoRIPE-,k-on!! keion!! houkago hokago けいおん k on k-on keion HTT hikasa yoko satou satomi kotobuki minako taketatsu ayana hirasawa yui akiyama mio tainaka ritsu kotobuki tsumugi nakano asuza 平沢唯 秋山澪 田井中律 琴吹紬 中野梓 豊崎愛生 日笠陽子 佐藤聡美 寿美菜子 竹達彩奈 japanese pop jpop j-pop j-rock rock op 2 opening anime Asaiga -Lian- Lian2002 京都アニメーション 京アニ kyoto animation kyoani うたうよ,3,92.50034013605442,1694155,0.021621542116042964
Sentimental Crisis (TV Size),halca,ItsCactus,japanese jp j pop jpop j-pop ending ed anime Kaguya Wants to be Confessed To: The Geniuses' War of Love and Brains Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen Kaguya-sama: is A-1 Pictures radiite KPMY,2,92.38666666666667,1698859,0.010824072737768798
Shiroi Yuki no Princess wa,Hanon x Meg x Kotoha,-karUpA-,pnky japanese pop j-pop jpop female vocals,2,265.0122448979592,1707021,0.0037734105470675207
Cinderella,CIDER GIRL,Chizu-Kun,komi can't communicate komi-san wa communication shougai desu. 古見硝子 komi shouko komyu komisan cant japanese anime opening op j-pop jpop pop,2,212.352,1719578,0.0047091621458710065
Mata Ashita,Yuuki Aoi,Kibbleru,See You Tomorrow Character Song Mahou Shoujo No Dap Kaname Madoka 鹿目まどか ending,2,258.2204081632653,172055,0.0038726605968639354
God-ish,philo,Basensorex,kirishima- pincus alevi vanya2 ermi nymphe modding queue kiyoshi guarden gazimal brain exe kamippoi kami ppoi na godish japanese pop j-pop jpop vocaloid ボーカ utaite cover female strong vocals vocalist,3,203.42963718820863,1722410,0.009831409167532673
Tokohana (TV Size),yanaginagi,Sharlo,黒の銃弾 Kuro_no_Juudan Black Bullet Chloe Fycho Kodora Tsukuyomi 17VA Yuutosan,2,90.12,172907,0.011096316023080336
"Destroy, Destroy, Destroy The Happy End",Chroma,Ancelysia,ancel atlas atlas- aeniko ryokazuka silver silverboxer robot & and human electronic instrumental featured artist fa dddthe,6,281.0,1730072,0.017793594306049824
Hartmann no Youkai Shoujo,Akiyama Uni,Shurelia,Instrumental Video Game th13.5 koishi komeiji 古明地 こいし Twilight Frontier Tasofro 黄昏フロンティア U2 jun ZUN Palace of the Earth Spirits 地霊殿 Chireiden 東方project touhou shinkirou team shanghai ali Hartmann's Youkai Girl yf_bmp frey sahuang -keitaro kowari hollow wings,5,121.21189583333333,1730467,0.03300006135948909
LEVEL <yanaginagi ver.>,yanaginagi x THE SIXTH LIE,ItsCactus,japanese jp pop jpop j-pop Tensai Ouji no Akaji Kokka Saisei Jutsu The Genius Prince's Guide to Raising a Nation Out of Debt Yokohama Animation Lab Murada- Ninym,2,253.37333333333333,1731620,0.0039467452507498816
Kyorikan (TV Size),HaKoniwalily,Ayucchi,hanon kotoha honeyworks ハニーワークス  ハニワ mocaotic japanese pop jpop j-pop anime ed ending lolis aharen-san aharen san wa hakarenai Aharen Is Indecipherable,4,88.467375,1733601,0.03391080610224956
nevermore,sasalasa,DeviousPanda,sasakure.uk lasah LINNE pandahero ambi amb1d3x hishiro chizuru agatsu japanese pop lasse brasse deviousblunda,2,182.0878231292517,1740698,0.005491855428960609
LEVEL <yanaginagi Ver.>,yanaginagi x THE SIXTH LIE,Erisu,"The Genius Gaia Tensai Ouji no Akaji Kokka Saisei Jutsu anime opening japanese pop Prince's Guide to Raising a Nation Out of Debt Hey, How About Treason? lanzhu mayuzumi fuyuko ninym thicc thighs",2,253.41387755102042,1745954,0.0039461138027007524
BIRTH,airportexpress feat.Itsuneko,Chloe,IamKwaN Mintong mintong89 kawaiwkyik sunday without god Kamisama no Inai Nichiyoubi,2,225.07708333333332,175241,0.004442922332163981
Loop (feat. WaMi),Yunosuke,Kotoha,ayucchi rtyzen mocaotic featured artist fa wami japanese electronic,2,252.888,1753970,0.003954319698839011
God-ish,sekai,seros,corsace closed ro16 nm3 cc22 cover jpop j-pop japanese pop vocaloid Sankaku Zuwari ピノキオピー godish kami ppoi poi na pinocchiop hatsune miku nenneO petal matha climbx3145 climb kuse KuBsNia_ZhoYL_ irin surou setu shiratamamywife,3,203.856,1759764,0.009810846872302017
"Seishin no Kairi no, Sakebi to Nageki.",Imperial Circus Dead Decadence,Esutarosa,"Fushoku Ressentiment, Fushi Yoku No Sarugakuza. icdd val Kuon- Xahlt Gweon Sua -Kemsyt StripedGoose Sh4rq_ Blood9 turtatical Symphonic Melodic Death Metal Japanese 腐蝕ルサンチマン、不死欲の猿楽座。 featured artist fa mappers' guild mpg L.G.C. Last Governed Connector Sh3rg_",2,266.39673469387753,1761637,0.0037537997646597374
Rave-up Tonight,"Fear, and Loathing in Las Vegas",lightr,J-pop Electronic core post-hardcore dance Jemmmmy Natsu PHASE 2 MOBILE SUIT GUNDAM EXTREME VS. MAXI BOOST,2,204.04885,176832,0.0049007872379579695
Tokohana,yanaginagi,Rtyzen,Black Bullet Kisara Tendou Satomi Rentarou Aihara Enju Kuro no Juudan ending Everflower TV Size,2,90.072,177981,0.011102229327648991
Ixia Polystachya (Sentou),ginkiha,Muziyami,アリス イン クレイドル アリクレ arikure 愛麗絲搖籃 摇篮里的爱丽丝 ひなゆあ hinayua 橋野みずは Hashino Mizuha 伊夏 波利斯塔切尔 ixia_battle original soundtrack OST bgm background music Mole's Nest snake 土龙巢穴 土竜の巣 土蛇 video game 2D Hentai Erotic eroge エロ ARPG ACT Action roll playing dnb drum & bass n and japanese electronic instrumental complextro,2,101.76126984126984,1789653,0.009826921397107453
Whatsapp Car Drip,Unknown Artist,IOException,Assobio do Zap whistle ringtone regou ralkinson deadcode ceo_of_osu ceo of osu,6,99.97061224489796,1790912,0.05001469819702116
Die For You,Grabbitz,AirinCat,video game electronic edm dance pop english riot champions 2021 eric j,2,213.02857142857144,1793500,0.00469420600858369
Cloud 9,Beach Bunny,Polysintek,fa featured artist rock alternative indie english honeymoon pop shiny braixen nine,3,147.38285714285715,1795909,0.013570099255583126
Ai Kotoba IV,Kotoha,Yuuma,karen kumocha shirokumocha cclemon -yua yua hakku ayamemymommy pile DECO*27 初音ミク hatsune miku vocaloid four japanese pop jpop j-pop cover hakoniwalily ハコニワリリィ hakolili ハコリリ,3,218.81325,1798615,0.009140214315175154
BRAND NEW WORLD,D-51,Andrea,LeomineXD Leomine - Ex - -_Ex_- Sekaii Sekai Sekai-nyan osuplayer111 Mrgglock ディー・ゴー・イチ japanese pop jpop j-pop boy band male vocals opening op 6 op6 anime 上里優 uezatoyu yu 吉田安英 yoshida yasuhide yasu IKUMA Monkey D Luffy モンキー D ルフィ Roronoa Zoro ロロノア ゾロ Nami ナミ Nico Robin ニコ ロビン Usopp ウソップ Sanji サンジ Tony Chopper トニーチョッパー Brook ブルック Franky フランキー Jinbe Jimbei ジンベエ Straw Hat Pirates 麦わらの一味 Mugiwara no Ichimi,2,257.4889795918367,1806511,0.003883661357410977
Hana no Tou,Sayuri,Mrgglock,notabox kyairie astromi pancakespk tower of flower lycoris recoil リコリコ rikoriko lycoreco ending ed theme full song version ver. female vocals vocalist japanese jpop j-pop jrock j-rock anime 酸欠少女さユり sanketsu-girl sanketsu shoujo shojo hypoxia girl SawanoHiroyuki[nZk]: asuka あすか,4,275.61473922902496,1807138,0.010884758951541841
Charisma Rengoku Tenshin,ShinRa-Bansho,gazimal,touhou kikeijyu あやぽんず＊ あよ ayaponzu ayo My Angel Jeremy iRedi electronic kaztora Hedonist Pira あをき aoki 吉弔八千慧 kicchou yachie トータスドラゴン～幸運と不運 Tortoise Dragon ~Fortune and Misfortune japanese video game project 上海アリス幻樂団 Team Shanghai Alice 太田 順也 ZUN TH 17 東方 Comiket 98 Stage 4 Boss Theme 東方project,2,250.85387755102042,1808183,0.003986384463188586
Tokohana,yanaginagi,P A N,ending black_bullet sharlo p_a_n,2,266.3967083333333,181310,0.003753800136106537
Shadows feat. Such,Neko Hacker,Nevertary,NNZN Funya future bass ネコハッカー シャドウズ フィーチャリング サチ Featured Artist FA Reincarnation japanese electronic pop j-pop jpop,2,114.0,1819607,0.008771929824561403
Marine Blue ni Sotte,Sasaki Sayaka,Koiyuki,Chiisana Kanojo no Serenade Sayokyoku feng eroge galgame visual novel opening Tsukuyomi Kinomi Fycho Mei Meg iMage-- Minakami Yuki mtbbsben,2,243.69632653061225,182958,0.004103467681423518
Hey Now,Nightcore,osuplayer111,Trance Techno Natteke jericho2442,2,137.904,18475,0.0072514212785706
Say! Fanfare!,Shirakami Fubuki,ckharv,gibune amateurre corsace open 2022 co22 dt1 wf f japanese pop j-pop hololive ホロライブ vtuber virtual youtuber fbk ハム hamu foxtail-grass studio アシノ ashino トマト組 tomato gummy cat ears girl neko cute,3,256.94120181405896,1849738,0.0077838820161172245
Clubstep,dj-Nate,ADoorNob,Electronic House Instrumental Dance Demon Sightread LosPedros Corne2Plum3 Ixcors,3,165.4595918367347,1857624,0.012087543416482476
Katamari on the Wings,Oohashi Takuya (from Sukima Switch),melon boy,owc2022 ro32 nm1 fuccho sagon verychill owc osu! world cup 2022 katamari damacy tribute forever japanese video game jpop pop,2,265.39208616780047,1867650,0.0037680098696225863
Shadow of Nemesis,HOYO-MiX,Stompy_,animestyle ryxliee didah esutarosa nachmark dustinati The Stellar Moments Vol. 2 volume rosaria Thorny Benevolence video game vgm character theme ost mihoyo hoyoverse instrumental original soundtrack sound track 原神 electronic Yu-Peng Chen 陈致逸,2,58.026666666666664,1889624,0.017233455882352942
Kawaikute Gomen feat. Chuu-tan (CV: Hayami Saori),HoneyWorks,lit120,Kokuhaku Jikkou Iinkai 告白実行委員会 -FLYING SONGS- Koishiteru 恋してる Album Confession Executive Committee Chizuru Nakamura 中村千鶴 LIPxLIP fan japanese jpop j-pop pop Kanata TMK shito -Hakurei- Koyorin-sama Twil_Furano SayuCat_,2,219.192,1900133,0.004562210299645973
Kawaikute Gomen,Kotoha,Len,i'm sorry for being too cute im i am fast satellite eringira l1ght_u light_u -hitomi honeyworks jpop j-pop japanese pop shito 中村 千鶴 hayami saori 早見沙織 nakamura chizuru ちゅーたん chuutan chutan 裕木レオン さと 宇都圭輝 tmk はるっと ハコニワリリィ hakoniwalily ハノコト hanokoto cover female tm -tama- tmtama 告白実行委員会 ～恋愛シリーズ～  kokuhaku jikkou iinkai renai series confession executive committee love ren'ai,2,220.65922916666668,1904295,0.0045318747997831876
FUBUKI (Cut Ver.),Imperial Circus Dead Decadence,BadGames,icdd japanese cover symphonic melodic death metal karcher [Karcher] mx10001 zisa riana amamya hyperpigeon milr_ kaguya_sama [Arcadia],2,105.64139583333333,1907725,0.0094659862463164
Seiza ni Naretara,kessoku band,Amateurre,bocchi the rock btr japanese anime j-rock jrock j-pop jpop if i could be a constellation was gotoh hitori 後藤ひとり yamada ryo 山田リョウ kita ikuyo 喜多郁代 ijichi nijika 伊地知虹夏 shizuku- shikibe mayu kazato asa ayesha altugle koldnoodl cjstmdals matha petal midorijeon litoluna kyairie notabox atipir athanasia-,2,258.17333333333335,1909824,0.0038733667303620305
Hikari,Satou Hiromi,allein,jisatsu101 jisatsu no tame 101 houhou japanese video game visual novel vn denpa opening pop rock,8,298.128,1918985,0.023479847582246555
Utopiosphere -Platonism-,Mili,Stompy_,riffy bakari daycore KennethBBG Leomine LeomineXD Himada projectmili rayark english video game videogame pop female vocals vocalist piano featured artist fa miracle milk cassie wei momocashew モモカシュー progressive,3,131.03020408163266,1926727,0.015263656299840509
Chiisana Koi no Uta (TV Size),Shiina Mahiru (CV: Iwami Manaka),Sekai,Sekaii Sekai-nyan Kanui pnky kxlman leomine LeomineXD No Dap No_Dap shioi moeka momoka Mrgglock Jpop Anime J-pop Japanese pop Mahiru Shiina Saeki-san 佐伯さん Saekisan Amane Fujimiya 藤宮周 Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken Tenshi The Angel Next Door Spoils Me Rotten Ending ed Mongol800 Cover,3,89.98897916666667,1928731,0.02222494374889888
XENO,Hitsuji to Ojisan,toybot,ujico clone spectator kenterz kenterz9 lust bof2013 bms of fighters 2013 fantasia tano-c dtm チームたのしいDTM,2,158.98122448979592,193373,0.006290050936575748
Scarlet Rose,seleP,Amamya,japanese electronic vocaloid selecia Lily UFERIUM LILIUM DOLL featured artist artists fa mpg mg mappers' guild too heilia juquett cotton__123 P_O buckfro riana,4,231.83673469387756,1936956,0.012940140845070423
Koukan Win-Win Mujouken,Heart Invader,Fycho,rokujouma no shinryakusha opening,2,88.502875,193980,0.011299067968130978
Fukagyaku Replace,MY FIRST STORY,kunkakunkakunkakunka,ending tv size nobunaga concerto oda saburo,3,89.376,194394,0.02237737200143215
Yokuatsu Sakuran Girl,otetsu,ZZHBOY,地獄型人間動物園 Jigokugata Ningen Doubutsuen GUMI Vocaloid Oppression Confusion Girl Hollow Wings,5,263.0269387755102,195582,0.015207567782302117
Kore Dakara Yamerannai!,TUYU,Len,And That's Why I Can't Stop! Yamerarenai Anime is energy アニメってエネルギーだ japanese jpop j-pop pop jrock j-rock rock 礼衣 ぷす ミロ 双葉陽 rei pusu miro futaba haru azyun vocals female fast godhacc half eringira pnky l1ght_u light_u -hitomi dアニメストア cm NTTドコモ NTT DOCOMO,4,165.460875,1956534,0.018131174514821102
Still Doll,Wakeshima Kanon,eveless,Pokie LKs Neethime Colin Hou,4,202.01025,19577,0.014850731584164664
Never Fall Asleep,Evil Activities & DJ Panic ft MC Alee,adron zhero,Evilution Hardstyle Hardcore,2,210.52081632653062,19624,0.004750124084874054
Hikari no Naka e,kessoku band,Amateurre,bocchi the rock btr japanese anime j-rock jrock within into light gotoh hitori 後藤ひとり yamada ryo 山田リョウ kita ikuyo 喜多郁代 ijichi nijika 伊地知虹夏 shizuku- shikibe mayu kazato asa ayesha altugle lecandy asagi otudou kyouren gokugohan12468 KittyAdventure ascended -_ascended_- -ascended- _kotachi_ -Brethia rielle liyuu lecana midorijeon,6,258.26666666666665,1996305,0.01935983479607641
Floating Darkness...,TatshMusicCircle feat. Tsukiko,Luscent,平安のエイリアン Heian no Alien EvilElvis Jounzan Natteke desu Dailycare kowari 東方Project Touhou Project ZUN Team Shanghai Alice TH12 UFO extra stage Seirensen nue houjuu 封獣　ぬえ video game rock japanese tatsh,2,226.66445833333333,1996833,0.004411807688567554
Genjitsu Escape,tephe,AirinCat,featured artist fa kagamine len 鏡音レン ren kyouren kittyadventure gokugohan12468 reality vocaloid japanese rock jrock Itovero saw mappers' guild mpg,2,208.22204081632654,1997470,0.004802565550119182
Torero,Chayanne,Krisom,lepidopodus spanish,4,217.1362,20013,0.01381621304968955
Hikari no Naka e,kessoku band,Shirahane Suou,bocchi the rock japanese anime jrock j-rock he tomatas95,2,258.336,2004303,0.003870927783971262
The Legend Of The Black Shawarma,Infected Mushroom,La Cataline,natteke lepidopodus lepidon,2,246.41304166666666,20122,0.00405822676119855
"Konna Sekai, Shiritakunakatta. (Anime Ver.)",Sawai Miku,smallboat,Akame ga Kill! tv size ending takahiro tetsuya square enix white fox gangan comic joker black red eye girl anigi king blood ice zan slash sword cut head kill death die night raid minakami yuki amamiya yuko skystar,2,93.744,201502,0.010667349377026797
